"itemSet","support"
699,516728
["p"],1
["x"],0.4500246184145741
["s"],0.8028064992614475
["n"],0.8778926637124569
["t"],0.7602166420482521
["f"],1
["c"],0.8552437223042836
["k"],0.6469719350073855
["e"],0.9645494830132939
["w"],0.9763663220088626
["o"],0.9217134416543574
["y"],0.5910881339241753
["b"],0.9470704086656819
["g"],0.5209256523879862
["l"],0.31117676021664203
["v"],0.49729197439684886
["d"],0.38749384539635645
["?"],0.3052683407188577
["c","e","o","p"],0.7769571639586411
["c","e","p","y"],0.5837026095519449
["b","c","e","p"],0.7668636139832595
["c","e","g","p"],0.36730674544559333
["c","e","l","p"],0.3023141309699655
["c","e","p","v"],0.464795667159035
["c","d","e","p"],0.37567700640078777
["c","o","p","w"],0.7887740029542097
["c","p","w","y"],0.5718857705563761
["b","c","p","w"],0.7786804529788282
["c","g","p","w"],0.3909404234367307
["c","p","v","w"],0.4707040866568193
["c","d","p","w"],0.37567700640078777
["c","o","p","y"],0.5580994583948794
["b","c","o","p"],0.759478089611029
["c","g","o","p"],0.38404726735598227
["c","l","o","p"],0.3023141309699655
["c","o","p","v"],0.47168882323978334
["c","d","o","p"],0.3702609551944855
["b","c","p","y"],0.552437223042836
["b","c","g","p"],0.36779911373707536
["b","c","l","p"],0.30157557853274247
["b","c","p","v"],0.4549483013293944
["b","c","d","p"],0.36681437715411125
["e","k","p","w"],0.6410635155096012
["e","k","o","p"],0.604628261939931
["e","k","p","y"],0.40952732644017725
["b","e","k","p"],0.6166912850812407
["e","g","k","p"],0.33739537173806006
["e","k","p","v"],0.33850320039389464
["k","o","p","w"],0.5987198424421467
["k","p","w","y"],0.4065731166912851
["b","k","p","w"],0.6107828655834564
["g","k","p","w"],0.33739537173806006
["k","p","v","w"],0.3355489906450025
["k","o","p","y"],0.40066469719350073
["b","k","o","p"],0.5743476120137863
["g","k","o","p"],0.30785327424913833
["k","o","p","v"],0.33850320039389464
["b","k","p","y"],0.39278680452978826
["b","g","k","p"],0.32311669128508125
["b","k","p","v"],0.32200886262924666
["e","o","p","w"],0.8626292466765141
["e","p","w","y"],0.5792712949286066
["b","e","p","w"],0.8879862136878385
["e","g","p","w"],0.49729197439684886
["e","p","v","w"],0.46774987690792713
["d","e","p","w"],0.38749384539635645
["e","o","p","y"],0.5654849827671098
["b","e","o","p"],0.8333333333333334
["e","g","o","p"],0.4549483013293944
["e","l","o","p"],0.31117676021664203
["e","o","p","v"],0.4687346134908912
["d","e","o","p"],0.38207779419005417
["b","e","p","y"],0.5598227474150664
["b","e","g","p"],0.4741506646971935
["b","e","l","p"],0.310438207779419
["b","e","p","v"],0.4519940915805022
["b","d","e","p"],0.37863121614968
["o","p","w","y"],0.5536681437715412
["b","o","p","w"],0.845150172328902
["g","o","p","w"],0.47858197932053176
["o","p","v","w"],0.47464303298867555
["d","o","p","w"],0.38207779419005417
["b","p","w","y"],0.5480059084194978
["b","g","p","w"],0.4977843426883309
["b","p","v","w"],0.45790251107828656
["b","d","p","w"],0.37863121614968
["b","o","p","y"],0.534219596258001
["b","g","o","p"],0.4554406696208764
["b","l","o","p"],0.310438207779419
["b","o","p","v"],0.4588872476612506
["b","d","o","p"],0.37321516494337764
["f","n","s","x"],0.33185622845888724
["e","n","s","x"],0.33185622845888724
["n","s","w","x"],0.3259478089611029
["n","o","s","x"],0.31068439192516
["b","n","s","x"],0.30920728705071393
["f","s","t","x"],0.31954702117183653
["e","s","t","x"],0.3018217626784835
["s","t","w","x"],0.31954702117183653
["b","s","t","x"],0.30379123584441164
["e","f","s","x"],0.3397341211225997
["f","s","w","x"],0.3515509601181684
["f","o","s","x"],0.3362875430822255
["b","f","s","x"],0.3348104382077794
["e","s","w","x"],0.33382570162481534
["e","o","s","x"],0.3185622845888725
["b","e","s","x"],0.3170851797144264
["o","s","w","x"],0.33037912358444116
["b","s","w","x"],0.3289020187099951
["b","o","s","x"],0.31363860167405216
["f","n","t","x"],0.30379123584441164
["e","n","t","x"],0.30379123584441164
["n","t","w","x"],0.30379123584441164
["c","f","n","x"],0.3229935992122107
["e","f","n","x"],0.3889709502708026
["f","n","w","x"],0.3830625307730182
["f","n","o","x"],0.36533727227966517
["b","f","n","x"],0.36533727227966517
["c","e","n","x"],0.3229935992122107
["c","n","w","x"],0.3170851797144264
["c","n","o","x"],0.31117676021664203
["e","n","w","x"],0.3830625307730182
["e","n","o","x"],0.36533727227966517
["b","e","n","x"],0.36533727227966517
["n","o","w","x"],0.35942885278188086
["b","n","w","x"],0.35942885278188086
["b","n","o","x"],0.3417035942885278
["e","f","t","x"],0.31166912850812406
["f","t","w","x"],0.3293943870014771
["f","o","t","x"],0.3072378138847858
["b","f","t","x"],0.31363860167405216
["e","t","w","x"],0.31166912850812406
["o","t","w","x"],0.3072378138847858
["b","t","w","x"],0.31363860167405216
["c","e","f","x"],0.3663220088626292
["c","f","w","x"],0.37813884785819796
["c","f","o","x"],0.3722304283604136
["b","c","f","x"],0.3604135893648449
["e","f","w","x"],0.4263909404234367
["e","f","o","x"],0.4086656819300837
["b","e","f","x"],0.4086656819300837
["f","o","w","x"],0.4204825209256524
["b","f","w","x"],0.4204825209256524
["b","f","o","x"],0.40275726243229937
["c","e","w","x"],0.3604135893648449
["c","e","o","x"],0.35450516986706054
["b","c","e","x"],0.34268833087149186
["c","o","w","x"],0.3663220088626292
["b","c","w","x"],0.35450516986706054
["b","c","o","x"],0.34859675036927623
["e","o","w","x"],0.40275726243229937
["b","e","w","x"],0.40275726243229937
["b","e","o","x"],0.3850320039389463
["b","o","w","x"],0.396848842934515
["f","n","s","t"],0.6821762678483506
["c","n","s","t"],0.5484982767109798
["k","n","s","t"],0.4121122599704579
["e","n","s","t"],0.6821762678483506
["n","s","t","w"],0.6821762678483506
["n","o","s","t"],0.6115214180206795
["n","s","t","y"],0.38404726735598227
["b","n","s","t"],0.6506646971935007
["g","n","s","t"],0.3360413589364845
["n","s","t","v"],0.3397341211225997
["c","f","n","s"],0.6157065484982767
["f","k","n","s"],0.43870014771048743
["e","f","n","s"],0.7516001969473166
["f","n","s","w"],0.7279665189561793
["f","n","o","s"],0.6809453471196455
["f","n","s","y"],0.4098966026587888
["b","f","n","s"],0.7023633677991138
["f","g","n","s"],0.3552437223042836
["f","n","s","v"],0.3766617429837518
["d","f","n","s"],0.31954702117183653
["c","k","n","s"],0.3552437223042836
["c","e","n","s"],0.6157065484982767
["c","n","s","w"],0.5920728705071393
["c","n","o","s"],0.5782865583456426
["c","n","s","y"],0.40288035450516985
["b","c","n","s"],0.5664697193500738
["c","n","s","v"],0.362629246676514
["c","d","n","s"],0.30773018217626785
["e","k","n","s"],0.43870014771048743
["k","n","s","w"],0.4327917282127031
["k","n","o","s"],0.4032496307237814
["b","k","n","s"],0.4116198916789759
["e","n","s","w"],0.7279665189561793
["e","n","o","s"],0.6809453471196455
["e","n","s","y"],0.4098966026587888
["b","e","n","s"],0.7023633677991138
["e","g","n","s"],0.3552437223042836
["e","n","s","v"],0.3766617429837518
["d","e","n","s"],0.31954702117183653
["n","o","s","w"],0.6573116691285081
["n","s","w","y"],0.39807976366322007
["b","n","s","w"],0.6787296898079763
["g","n","s","w"],0.3552437223042836
["n","s","v","w"],0.36484490398818314
["d","n","s","w"],0.31954702117183653
["n","o","s","y"],0.3897095027080256
["b","n","o","s"],0.6317085179714427
["g","n","o","s"],0.3151157065484983
["n","o","s","v"],0.3658296405711472
["d","n","o","s"],0.3190546528803545
["b","n","s","y"],0.3823239783357952
["b","g","n","s"],0.33210241260462825
["b","n","s","v"],0.3520433284096504
["b","d","n","s"],0.31363860167405216
["c","f","s","t"],0.5997045790251108
["f","k","s","t"],0.4278680452978828
["e","f","s","t"],0.6979320531757754
["f","s","t","w"],0.7333825701624815
["f","o","s","t"],0.6627277203348104
["f","s","t","y"],0.396848842934515
["b","f","s","t"],0.7018709995076317
["f","g","s","t"],0.36952240275726245
["f","s","t","v"],0.35745937961595275
["c","k","s","t"],0.345150172328902
["c","e","s","t"],0.5642540620384048
["c","s","t","w"],0.5997045790251108
["c","o","s","t"],0.5622845888724766
["c","s","t","y"],0.3909404234367307
["b","c","s","t"],0.568193008370261
["c","s","t","v"],0.345642540620384
["e","k","s","t"],0.4278680452978828
["k","s","t","w"],0.4278680452978828
["k","o","s","t"],0.39241752831117677
["b","k","s","t"],0.40817331363860165
["e","s","t","w"],0.6979320531757754
["e","o","s","t"],0.6272772033481043
["e","s","t","y"],0.396848842934515
["b","e","s","t"],0.6664204825209257
["e","g","s","t"],0.3458887247661251
["e","s","t","v"],0.3397341211225997
["o","s","t","w"],0.6627277203348104
["s","t","w","y"],0.396848842934515
["b","s","t","w"],0.7018709995076317
["g","s","t","w"],0.36952240275726245
["s","t","v","w"],0.35745937961595275
["o","s","t","y"],0.3766617429837518
["b","o","s","t"],0.6312161496799606
["g","o","s","t"],0.3293943870014771
["o","s","t","v"],0.3466272772033481
["b","s","t","y"],0.3810930576070901
["b","g","s","t"],0.3537666174298375
["b","s","t","v"],0.3417035942885278
["c","f","k","s"],0.3709995076317085
["c","e","f","s"],0.6314623338257016
["c","f","s","w"],0.6432791728212703
["c","f","o","s"],0.6294928606597735
["c","f","s","y"],0.41568193008370263
["b","c","f","s"],0.6176760216642049
["c","f","s","v"],0.3803545051698671
["c","d","f","s"],0.30773018217626785
["e","f","k","s"],0.4544559330379124
["f","k","s","w"],0.448547513540128
["f","k","o","s"],0.4190054160512063
["b","f","k","s"],0.4273756770064008
["e","f","s","w"],0.7437223042836041
["e","f","o","s"],0.6967011324470704
["e","f","s","y"],0.42269817823732153
["b","e","f","s"],0.7181191531265386
["e","f","g","s"],0.36509108813392416
["e","f","s","v"],0.3766617429837518
["d","e","f","s"],0.31954702117183653
["f","o","s","w"],0.7085179714426391
["f","s","w","y"],0.41088133924175285
["b","f","s","w"],0.7299359921221074
["f","g","s","w"],0.38872476612506157
["f","s","v","w"],0.3825701624815362
["d","f","s","w"],0.31954702117183653
["f","o","s","y"],0.40251107828655835
["b","f","o","s"],0.6829148202855736
["f","g","o","s"],0.34859675036927623
["f","o","s","v"],0.38355489906450024
["d","f","o","s"],0.3190546528803545
["b","f","s","y"],0.3951255539143279
["b","f","g","s"],0.3655834564254062
["b","f","s","v"],0.36976858690300346
["b","d","f","s"],0.31363860167405216
["c","e","k","s"],0.3709995076317085
["c","k","s","w"],0.36509108813392416
["c","k","o","s"],0.36287543082225504
["b","c","k","s"],0.34391925160019693
["c","e","s","w"],0.6078286558345642
["c","e","o","s"],0.5940423436730674
["c","e","s","y"],0.41568193008370263
["b","c","e","s"],0.5822255046774988
["c","e","s","v"],0.362629246676514
["c","d","e","s"],0.30773018217626785
["c","o","s","w"],0.6058591826686361
["c","s","w","y"],0.4038650910881339
["b","c","s","w"],0.5940423436730674
["c","s","v","w"],0.3685376661742984
["c","d","s","w"],0.30773018217626785
["c","o","s","y"],0.39549483013293946
["b","c","o","s"],0.5802560315115707
["c","o","s","v"],0.36952240275726245
["c","d","o","s"],0.3072378138847858
["b","c","s","y"],0.388109305760709
["b","c","s","v"],0.3557360905957656
["b","c","d","s"],0.3018217626784835
["e","k","s","w"],0.448547513540128
["e","k","o","s"],0.4190054160512063
["b","e","k","s"],0.4273756770064008
["k","o","s","w"],0.41309699655342197
["b","k","s","w"],0.42146725750861647
["b","k","o","s"],0.39192516001969474
["e","o","s","w"],0.6730674544559331
["e","s","w","y"],0.41088133924175285
["b","e","s","w"],0.6944854751354013
["e","g","s","w"],0.36509108813392416
["e","s","v","w"],0.36484490398818314
["d","e","s","w"],0.31954702117183653
["e","o","s","y"],0.40251107828655835
["b","e","o","s"],0.6474643032988675
["e","g","o","s"],0.3249630723781389
["e","o","s","v"],0.3658296405711472
["d","e","o","s"],0.3190546528803545
["b","e","s","y"],0.3951255539143279
["b","e","g","s"],0.3419497784342688
["b","e","s","v"],0.3520433284096504
["b","d","e","s"],0.31363860167405216
["o","s","w","y"],0.3906942392909897
["b","o","s","w"],0.6592811422944362
["g","o","s","w"],0.34859675036927623
["o","s","v","w"],0.37173806006893156
["d","o","s","w"],0.3190546528803545
["b","s","w","y"],0.38330871491875923
["b","g","s","w"],0.3655834564254062
["b","s","v","w"],0.3579517479074348
["b","d","s","w"],0.31363860167405216
["b","o","s","y"],0.37493845396356473
["b","g","o","s"],0.3254554406696209
["b","o","s","v"],0.35893648449039883
["b","d","o","s"],0.31314623338257014
["c","f","n","t"],0.5672082717872969
["f","k","n","t"],0.4359921221073363
["e","f","n","t"],0.7090103397341211
["f","n","t","w"],0.7090103397341211
["f","n","o","t"],0.6351550960118169
["f","n","t","y"],0.40275726243229937
["b","f","n","t"],0.6774987690792713
["f","g","n","t"],0.34416543574593794
["f","n","t","v"],0.35745937961595275
["c","k","n","t"],0.34736582964057117
["c","e","n","t"],0.5672082717872969
["c","n","t","w"],0.5672082717872969
["c","n","o","t"],0.5288035450516987
["c","n","t","y"],0.396848842934515
["b","c","n","t"],0.535696701132447
["c","n","t","v"],0.345642540620384
["e","k","n","t"],0.4359921221073363
["k","n","t","w"],0.4359921221073363
["k","n","o","t"],0.39807976366322007
["b","k","n","t"],0.41629739044805514
["e","n","t","w"],0.7090103397341211
["e","n","o","t"],0.6351550960118169
["e","n","t","y"],0.40275726243229937
["b","e","n","t"],0.6774987690792713
["e","g","n","t"],0.34416543574593794
["e","n","t","v"],0.35745937961595275
["n","o","t","w"],0.6351550960118169
["n","t","w","y"],0.40275726243229937
["b","n","t","w"],0.6774987690792713
["g","n","t","w"],0.34416543574593794
["n","t","v","w"],0.35745937961595275
["n","o","t","y"],0.38158542589857214
["b","n","o","t"],0.603643525356967
["g","n","o","t"],0.3018217626784835
["n","o","t","v"],0.3466272772033481
["b","n","t","y"],0.3870014771048744
["b","g","n","t"],0.32840965041851305
["b","n","t","v"],0.3417035942885278
["c","f","k","n"],0.4707040866568193
["c","e","f","n"],0.7331363860167405
["c","f","n","w"],0.7095027080256031
["c","f","n","o"],0.690300344657804
["c","f","n","y"],0.5088626292466765
["b","c","f","n"],0.6802067946824224
["c","f","g","n"],0.3023141309699655
["c","f","n","v"],0.4293451501723289
["c","d","f","n"],0.3520433284096504
["e","f","k","n"],0.5603151157065485
["f","k","n","w"],0.5544066962087641
["f","k","n","o"],0.517971442639094
["f","k","n","y"],0.3346873461349089
["b","f","k","n"],0.5300344657804037
["f","k","n","v"],0.30305268340718855
["e","f","n","w"],0.8542589857213195
["e","f","n","o"],0.7996061053668144
["e","f","n","y"],0.516248153618907
["b","e","f","n"],0.8249630723781388
["e","f","g","n"],0.4322993599212211
["e","f","n","v"],0.4441161989167898
["d","e","f","n"],0.3638601674052191
["?","e","f","n"],0.3052683407188577
["f","n","o","w"],0.775972427375677
["f","n","w","y"],0.5044313146233382
["b","f","n","w"],0.8013293943870015
["f","g","n","w"],0.4322993599212211
["f","n","v","w"],0.4322993599212211
["d","f","n","w"],0.3638601674052191
["f","n","o","y"],0.49064500246184145
["b","f","n","o"],0.7466765140324964
["f","g","n","o"],0.38995568685376664
["f","n","o","v"],0.43328409650418515
["d","f","n","o"],0.3584441161989168
["b","f","n","y"],0.48498276710979815
["b","f","g","n"],0.4091580502215657
["b","f","n","v"],0.41654357459379615
["b","d","f","n"],0.35499753815854257
["c","e","k","n"],0.4707040866568193
["c","k","n","w"],0.464795667159035
["c","k","n","o"],0.45790251107828656
["c","k","n","y"],0.3341949778434269
["b","c","k","n"],0.4404234367306745
["c","k","n","v"],0.3020679468242245
["c","e","n","w"],0.7095027080256031
["c","e","n","o"],0.690300344657804
["c","e","n","y"],0.5088626292466765
["b","c","e","n"],0.6802067946824224
["c","e","g","n"],0.3023141309699655
["c","e","n","v"],0.4293451501723289
["c","d","e","n"],0.3520433284096504
["c","n","o","w"],0.6666666666666666
["c","n","w","y"],0.49704579025110784
["b","c","n","w"],0.656573116691285
["c","g","n","w"],0.3023141309699655
["c","n","v","w"],0.4175283111767602
["c","d","n","w"],0.3520433284096504
["c","n","o","y"],0.483259478089611
["b","c","n","o"],0.6373707533234859
["c","n","o","v"],0.41851304775972425
["c","d","n","o"],0.3466272772033481
["b","c","n","y"],0.4775972427375677
["b","c","n","v"],0.4017725258493353
["b","c","d","n"],0.3431806991629739
["e","k","n","w"],0.5544066962087641
["e","k","n","o"],0.517971442639094
["e","k","n","y"],0.3346873461349089
["b","e","k","n"],0.5300344657804037
["e","k","n","v"],0.30305268340718855
["k","n","o","w"],0.5120630231413097
["k","n","w","y"],0.33173313638601676
["b","k","n","w"],0.5241260462826194
["k","n","v","w"],0.3000984736582964
["k","n","o","y"],0.3258247168882324
["b","k","n","o"],0.4876907927129493
["k","n","o","v"],0.30305268340718855
["b","k","n","y"],0.3179468242245199
["e","n","o","w"],0.775972427375677
["e","n","w","y"],0.5044313146233382
["b","e","n","w"],0.8013293943870015
["e","g","n","w"],0.4322993599212211
["e","n","v","w"],0.4322993599212211
["d","e","n","w"],0.3638601674052191
["e","n","o","y"],0.49064500246184145
["b","e","n","o"],0.7466765140324964
["e","g","n","o"],0.38995568685376664
["e","n","o","v"],0.43328409650418515
["d","e","n","o"],0.3584441161989168
["b","e","n","y"],0.48498276710979815
["b","e","g","n"],0.4091580502215657
["b","e","n","v"],0.41654357459379615
["b","d","e","n"],0.35499753815854257
["n","o","w","y"],0.47882816346627277
["b","n","o","w"],0.7230428360413589
["g","n","o","w"],0.38995568685376664
["n","o","v","w"],0.42146725750861647
["d","n","o","w"],0.3584441161989168
["b","n","w","y"],0.4731659281142294
["b","g","n","w"],0.4091580502215657
["b","n","v","w"],0.40472673559822747
["b","d","n","w"],0.35499753815854257
["b","n","o","y"],0.45937961595273263
["b","g","n","o"],0.36681437715411125
["b","n","o","v"],0.4057114721811915
["b","d","n","o"],0.3495814869522403
["c","f","k","t"],0.36312161496799605
["c","e","f","t"],0.5829640571147218
["c","f","t","w"],0.6184145741014279
["c","f","o","t"],0.5800098473658296
["c","f","t","y"],0.4096504185130478
["b","c","f","t"],0.5869030034465781
["c","f","t","v"],0.36336779911373707
["e","f","k","t"],0.4517479074347612
["f","k","t","w"],0.4517479074347612
["f","k","o","t"],0.413835548990645
["b","f","k","t"],0.4320531757754801
["e","f","t","w"],0.724766125061546
["e","f","o","t"],0.6509108813392418
["e","f","t","y"],0.4155588380108321
["b","e","f","t"],0.6932545544066963
["e","f","g","t"],0.3540128015755785
["e","f","t","v"],0.35745937961595275
["f","o","t","w"],0.6863613983259478
["f","t","w","y"],0.4155588380108321
["b","f","t","w"],0.7287050713934022
["f","g","t","w"],0.3776464795667159
["f","t","v","w"],0.37518463810930575
["f","o","t","y"],0.39438700147710487
["b","f","o","t"],0.654849827671098
["f","g","o","t"],0.3353028064992615
["f","o","t","v"],0.3643525356967011
["b","f","t","y"],0.3998030526834072
["b","f","g","t"],0.361890694239291
["b","f","t","v"],0.35942885278188086
["c","e","k","t"],0.36312161496799605
["c","k","t","w"],0.36312161496799605
["c","k","o","t"],0.35475135401280156
["b","c","k","t"],0.3434268833087149
["c","e","t","w"],0.5829640571147218
["c","e","o","t"],0.5445593303791236
